date,ticker,message_count,sentiment_mean,sentiment_std
2017-05-21,NVDA,48,0.0,0.0
2017-05-22,NVDA,629,0.0,0.0
2017-05-23,NVDA,473,0.0,0.0
2017-05-24,NVDA,983,0.0,0.0
2017-05-25,NVDA,602,0.0,0.0
2017-05-26,NVDA,719,0.0,0.0
2017-05-27,NVDA,54,0.0,0.0
2017-05-28,NVDA,41,0.0,0.0
2017-05-29,NVDA,51,0.0,0.0
2017-05-30,NVDA,665,0.0,0.0
2017-05-31,NVDA,676,0.0,0.0
2017-06-01,NVDA,481,0.0,0.0
2017-06-02,NVDA,375,0.0,0.0
2017-06-03,NVDA,35,0.0,0.0
2017-06-04,NVDA,41,0.0,0.0
2017-06-05,NVDA,642,0.0,0.0
2017-06-06,NVDA,581,0.0,0.0
2017-06-07,NVDA,504,0.0,0.0
2017-06-08,NVDA,1631,0.0,0.0
2017-06-09,NVDA,4100,0.0,0.0
2017-06-10,NVDA,320,0.0,0.0
2017-06-11,NVDA,184,0.0,0.0
2017-06-12,NVDA,1409,0.0,0.0
2017-06-13,NVDA,1201,0.0,0.0
2017-06-14,NVDA,1083,0.0,0.0
2017-06-15,NVDA,963,0.0,0.0
2017-06-16,NVDA,501,0.0,0.0
2017-06-17,NVDA,50,0.0,0.0
2017-06-18,NVDA,37,0.0,0.0
2017-06-19,NVDA,444,0.0,0.0
2017-06-20,NVDA,722,0.0,0.0
2017-06-21,NVDA,446,0.0,0.0
2017-06-22,NVDA,332,0.0,0.0
2017-06-23,NVDA,439,0.0,0.0
2017-06-24,NVDA,66,0.0,0.0
2017-06-25,NVDA,36,0.0,0.0
2017-06-26,NVDA,454,0.0,0.0
2017-06-27,NVDA,661,0.0,0.0
2017-06-28,NVDA,559,0.0,0.0
2017-06-29,NVDA,574,0.0,0.0
2017-06-30,NVDA,390,0.0,0.0
2017-07-01,NVDA,44,0.0,0.0
2017-07-02,NVDA,27,0.0,0.0
2017-07-03,NVDA,428,0.0,0.0
2017-07-04,NVDA,77,0.0,0.0
2017-07-05,NVDA,580,0.0,0.0
2017-07-06,NVDA,652,0.0,0.0
2017-07-07,NVDA,483,0.0,0.0
2017-07-08,NVDA,32,0.0,0.0
2017-07-09,NVDA,28,0.0,0.0
2017-07-10,NVDA,564,0.0,0.0
2017-07-11,NVDA,428,0.0,0.0
2017-07-12,NVDA,1073,0.0,0.0
2017-07-13,NVDA,1146,0.0,0.0
2017-07-14,NVDA,616,0.0,0.0
2017-07-15,NVDA,88,0.0,0.0
2017-07-16,NVDA,60,0.0,0.0
2017-07-17,NVDA,381,0.0,0.0
